순번,정산ID,고유번호(ARS),정류장명,시도명,시군구명,읍면동명,경도(십진수 도_분) 표기,위도(십진수 도_분) 표기
1,3014014,75860,해밀리,세종특별자치시,세종시,연기면,127°15.8446'E,36°31.7182'N
2,3014017,75870,해밀리,세종특별자치시,세종시,연기면,127°15.8725'E,36°31.7626'N
3,3014025,75880,한별리,세종특별자치시,세종시,연기면,127°16.6025'E,36°32.0353'N
4,3014026,75890,한별리,세종특별자치시,세종시,연기면,127°16.5804'E,36°32.0419'N
5,3053004,75770,새롬동.나성동,세종특별자치시,세종시,새롬동,127°15.4461'E,36°29.2469'N
6,3053005,75760,새롬동.나성동,세종특별자치시,세종시,새롬동,127°15.4772'E,36°29.2111'N
7,3054003,75780,다정동,세종특별자치시,세종시,새롬동,127°15.3961'E,36°29.6303'N
8,3056002,75850,도담동,세종특별자치시,세종시,도담동,127°15.5357'E,36°30.8835'N
9,3056003,75840,도담동,세종특별자치시,세종시,도담동,127°15.5576'E,36°30.8368'N
10,3062004,75790,다정동,세종특별자치시,세종시,도담동,127°15.3847'E,36°29.6821'N
11,3062006,75800,정부세종청사남측,세종특별자치시,세종시,도담동,127°15.5810'E,36°30.0419'N
12,3062007,75810,정부세종청사남측,세종특별자치시,세종시,도담동,127°15.5932'E,36°30.0969'N
13,8001001,51870,대덕우체국네거리,대전광역시,대덕구,목상동,127°24.3263'E,36°26.6403'N
14,8001002,51900,대덕우체국네거리,대전광역시,대덕구,목상동,127°24.3063'E,36°26.6730'N
15,8001003,12750,가는골,대전광역시,동구,대청동,127°28.9711'E,36°20.1022'N
16,8001004,12740,가는골,대전광역시,동구,대청동,127°28.9727'E,36°20.1156'N
17,8001005,32650,가람아파트,대전광역시,서구,둔산1동,127°23.7568'E,36°21.4420'N
18,8001006,14000,가목정마을,대전광역시,동구,산내동,127°26.3225'E,36°12.6526'N
19,8001007,14010,가목정마을,대전광역시,동구,산내동,127°26.3315'E,36°12.6477'N
20,8001008,33090,가수원동,대전광역시,서구,가수원동,127°21.1004'E,36°18.0139'N
21,8001009,33200,가수원네거리,대전광역시,서구,가수원동,127°21.3751'E,36°18.3424'N
22,8001011,33120,가수원시장,대전광역시,서구,가수원동,127°21.2110'E,36°18.2451'N
23,8001012,33140,가수원시장,대전광역시,서구,가수원동,127°21.2243'E,36°18.2484'N
24,8001013,34870,가수원파출소,대전광역시,서구,가수원동,127°21.1645'E,36°18.4075'N
25,8001014,33100,가수원파출소,대전광역시,서구,가수원동,127°21.1247'E,36°18.4592'N
26,8001017,33030,가수원도서관,대전광역시,서구,가수원동,127°21.0085'E,36°18.1218'N
27,8001018,33020,가수원도서관,대전광역시,서구,가수원동,127°20.9977'E,36°18.1155'N
28,8001019,33080,가수원동,대전광역시,서구,가수원동,127°21.0947'E,36°18.0049'N
29,8001024,33060,린풀하우스,대전광역시,서구,가수원동,127°21.0284'E,36°18.7259'N
30,8001025,33050,도안베르디움,대전광역시,서구,가수원동,127°20.9953'E,36°18.7777'N
31,8001026,33180,가수원역,대전광역시,서구,가수원동,127°21.3540'E,36°17.9160'N
32,8001027,33190,가수원역,대전광역시,서구,가수원동,127°21.3584'E,36°17.9511'N
33,8001028,33040,가수원육교.가수원시장,대전광역시,서구,가수원동,127°21.0504'E,36°18.2815'N
34,8001029,33070,가수원육교.가수원시장,대전광역시,서구,가수원동,127°21.0811'E,36°18.2682'N
35,8001030,33130,가수원중학교,대전광역시,서구,가수원동,127°21.2246'E,36°17.8947'N
36,8001031,33150,가수원중학교,대전광역시,서구,가수원동,127°21.2357'E,36°17.9006'N
37,8001032,51640,가양비래공원,대전광역시,대덕구,비래동,127°27.2672'E,36°21.3981'N
38,8001033,51620,가양비래공원,대전광역시,대덕구,비래동,127°27.2110'E,36°21.4234'N
39,8001034,11580,가양네거리,대전광역시,동구,가양1동,127°26.8432'E,36°20.7618'N
40,8001035,11540,가양네거리,대전광역시,동구,가양1동,127°26.6858'E,36°20.7919'N
41,8001036,11550,가양네거리,대전광역시,동구,가양1동,127°26.7200'E,36°20.7845'N
42,8001037,11560,흥룡초등학교,대전광역시,동구,가양1동,127°26.7886'E,36°20.6608'N
43,8001038,12020,석촌마을아파트,대전광역시,동구,성남동,127°26.2814'E,36°20.5159'N
44,8001039,51010,가양중학교입구,대전광역시,대덕구,비래동,127°26.5802'E,36°21.1294'N
45,8001040,11570,가양지구대,대전광역시,동구,가양1동,127°26.8242'E,36°20.7693'N
46,8001041,10380,동구청,대전광역시,동구,효동,127°27.3310'E,36°18.6916'N
47,8001042,10390,동구청,대전광역시,동구,효동,127°27.3272'E,36°18.6203'N
48,8001043,10310,가오동,대전광역시,동구,효동,127°27.0464'E,36°18.4800'N
49,8001044,10300,가오동,대전광역시,동구,효동,127°27.0039'E,36°18.5314'N
50,8001045,10290,가오동,대전광역시,동구,효동,127°26.9884'E,36°18.4893'N
51,8001046,10350,남대전변전소,대전광역시,동구,효동,127°27.2587'E,36°18.2245'N
52,8001047,10330,가오주공아파트,대전광역시,동구,효동,127°27.1610'E,36°18.3202'N
53,8001048,10320,가오주공아파트,대전광역시,동구,효동,127°27.1545'E,36°18.3372'N
54,8001049,31540,가장교,대전광역시,서구,가장동,127°23.2637'E,36°19.7263'N
55,8001050,31530,가장교,대전광역시,서구,가장동,127°23.2474'E,36°19.7172'N
56,8001051,31500,가장네거리,대전광역시,서구,가장동,127°23.1200'E,36°19.8447'N
57,8001052,31480,가장네거리,대전광역시,서구,가장동,127°23.1054'E,36°19.8328'N
58,8001053,31800,갈마네거리,대전광역시,서구,갈마1동,127°22.1045'E,36°21.1855'N
59,8001054,31750,갈마네거리,대전광역시,서구,갈마1동,127°22.0595'E,36°21.2097'N
60,8001055,31950,갈마2동주민센터,대전광역시,서구,갈마1동,127°22.4798'E,36°20.7425'N
61,8001056,31770,갈마네거리,대전광역시,서구,갈마1동,127°22.1116'E,36°21.2183'N
62,8001057,31730,갈마도서관,대전광역시,서구,갈마1동,127°21.9854'E,36°20.4870'N
63,8001058,31830,갈마삼거리,대전광역시,서구,갈마1동,127°22.1438'E,36°21.0105'N
64,8001059,31880,갈마아파트3단지,대전광역시,서구,갈마1동,127°22.2671'E,36°20.5497'N
65,8001060,31740,갈마아파트2단지,대전광역시,서구,갈마1동,127°22.0299'E,36°20.5395'N
66,8001061,31940,갈마역,대전광역시,서구,갈마1동,127°22.4471'E,36°21.3950'N
67,8001062,31910,갈마육교,대전광역시,서구,갈마1동,127°22.3188'E,36°21.0849'N
68,8001063,31900,갈마육교,대전광역시,서구,갈마1동,127°22.2794'E,36°21.0758'N
69,8001064,31860,갈마초등학교,대전광역시,서구,갈마1동,127°22.1604'E,36°21.2628'N
70,8001065,31820,갈마초등학교,대전광역시,서구,갈마1동,127°22.1445'E,36°21.2772'N
71,8001066,52610,갈전동,대전광역시,대덕구,신탄진동,127°27.9506'E,36°25.6575'N
72,8001067,52600,갈전동,대전광역시,대덕구,신탄진동,127°27.9485'E,36°25.6637'N
73,8001068,40660,감골,대전광역시,유성구,진잠동,127°16.2916'E,36°18.2871'N
74,8001069,40650,감골,대전광역시,유성구,진잠동,127°16.2856'E,36°18.2859'N
75,8001070,42180,갑동,대전광역시,유성구,노은1동,127°17.3276'E,36°21.6360'N
76,8001071,42170,갑동,대전광역시,유성구,노은1동,127°17.3154'E,36°21.6253'N
77,8001073,34680,강변아파트,대전광역시,서구,만년동,127°22.5315'E,36°22.0460'N
78,8001074,31050,개나리아파트,대전광역시,서구,탄방동,127°22.9885'E,36°20.6016'N
79,8001075,31030,국민연금대전지사,대전광역시,서구,탄방동,127°22.9188'E,36°20.7553'N
80,8001076,32050,갤러리아타임월드,대전광역시,서구,둔산1동,127°22.6187'E,36°21.0963'N
81,8001077,32040,갤러리아타임월드,대전광역시,서구,둔산1동,127°22.6187'E,36°21.1167'N
82,8001078,32120,갤러리아타임월드,대전광역시,서구,둔산1동,127°22.7442'E,36°21.1630'N
83,8001079,32990,건양대병원,대전광역시,서구,관저1동,127°20.4512'E,36°18.4117'N
84,8001080,33590,건양대병원네거리,대전광역시,서구,관저1동,127°20.4370'E,36°18.0836'N
85,8001081,33630,건양대병원네거리,대전광역시,서구,관저1동,127°20.6016'E,36°18.1752'N
86,8001082,33620,건양대병원네거리,대전광역시,서구,관저1동,127°20.4922'E,36°18.1769'N
87,8001083,33560,건양대병원네거리,대전광역시,서구,관저1동,127°20.3916'E,36°18.1506'N
88,8001084,30450,경남아파트,대전광역시,서구,도마1동,127°22.2393'E,36°19.2349'N
89,8001085,12110,한남로삼거리,대전광역시,동구,홍도동,127°25.5979'E,36°21.0729'N
90,8001086,12120,한남로삼거리,대전광역시,동구,홍도동,127°25.6450'E,36°21.0768'N
91,8001087,12060,홍도지하보도,대전광역시,동구,홍도동,127°25.3222'E,36°20.8589'N
92,8001089,31960,큰마을아파트,대전광역시,서구,갈마1동,127°22.5596'E,36°20.8384'N
93,8001090,12340,계룡디지텍고입구,대전광역시,동구,삼성동,127°26.0037'E,36°20.3612'N
94,8001091,32030,큰마을네거리,대전광역시,서구,둔산1동,127°22.5702'E,36°20.9501'N
95,8001092,40500,계산동,대전광역시,유성구,진잠동,127°18.6962'E,36°19.5503'N
96,8001093,40490,계산동,대전광역시,유성구,진잠동,127°18.6855'E,36°19.5506'N
97,8001094,13620,고산사입구,대전광역시,동구,산내동,127°27.6001'E,36°17.7988'N
98,8001095,13630,고산사입구,대전광역시,동구,산내동,127°27.6029'E,36°17.8142'N
99,8001096,12010,복합터미널,대전광역시,동구,용전동,127°26.1400'E,36°20.9408'N
100,8001097,11830,복합터미널,대전광역시,동구,성남동,127°26.2316'E,36°20.9423'N
101,8001098,50410,공구백화점,대전광역시,대덕구,대화동,127°24.1847'E,36°21.9529'N
102,8001099,50400,공구백화점,대전광역시,대덕구,대화동,127°24.1649'E,36°21.9716'N
103,8001100,30390,공굴안,대전광역시,서구,도마2동,127°22.1458'E,36°18.8021'N
104,8001101,30380,공굴안,대전광역시,서구,도마2동,127°22.1354'E,36°18.8099'N
105,8001102,43150,공동관리아파트,대전광역시,유성구,신성동,127°22.7053'E,36°22.9431'N
106,8001103,43180,공동관리아파트,대전광역시,유성구,신성동,127°22.7269'E,36°22.9331'N
107,8001104,43440,대전광역시인재개발원,대전광역시,유성구,신성동,127°21.7637'E,36°24.0677'N
108,8001105,43450,대전광역시인재개발원,대전광역시,유성구,신성동,127°21.7839'E,36°24.1141'N
109,8001107,34480,대전추모공원,대전광역시,서구,정림동,127°20.8241'E,36°16.7811'N
110,8001108,34490,대전추모공원,대전광역시,서구,정림동,127°20.8311'E,36°16.7887'N
111,8001109,31190,공작아파트,대전광역시,서구,탄방동,127°23.6990'E,36°20.8964'N
112,8001110,13880,공주마을,대전광역시,동구,산내동,127°28.6414'E,36°15.1232'N
113,8001111,13890,공주마을,대전광역시,동구,산내동,127°28.6513'E,36°15.1253'N
114,8001112,22170,과례마을,대전광역시,중구,문화1동,127°24.6576'E,36°18.6852'N
115,8001113,42850,한국과학기술원,대전광역시,유성구,온천2동,127°22.0046'E,36°22.4660'N
116,8001114,42860,원자력안전기술원,대전광역시,유성구,온천2동,127°22.0179'E,36°22.4694'N
117,8001115,33480,관저지하차도,대전광역시,서구,관저1동,127°20.1946'E,36°18.1086'N
118,8001116,33440,관저네거리,대전광역시,서구,관저1동,127°20.0821'E,36°18.1067'N
119,8001117,33600,관저중학교,대전광역시,서구,관저1동,127°20.4389'E,36°18.3233'N
120,8001118,33470,관저네거리,대전광역시,서구,관저1동,127°20.1545'E,36°18.0740'N
121,8001126,34510,고릿골구름다리,대전광역시,서구,정림동,127°21.1432'E,36°17.1374'N
122,8001127,34500,고릿골구름다리,대전광역시,서구,정림동,127°21.1349'E,36°17.1534'N
123,8001128,34530,괴곡동.고리골,대전광역시,서구,정림동,127°21.2255'E,36°17.3091'N
124,8001129,34540,괴곡동.고리골,대전광역시,서구,정림동,127°21.2706'E,36°17.3018'N
125,8001130,31680,괴정네거리,대전광역시,서구,내동,127°22.7465'E,36°20.0143'N
126,8001131,31690,괴정네거리,대전광역시,서구,내동,127°22.7891'E,36°20.0380'N
127,8001132,31360,괴정네거리,대전광역시,서구,괴정동,127°22.7374'E,36°20.1692'N
128,8001133,31670,괴정네거리,대전광역시,서구,내동,127°22.7244'E,36°20.1560'N
129,8001134,31370,괴정동주민센터,대전광역시,서구,괴정동,127°22.9183'E,36°20.1613'N
130,8001135,31380,괴정동주민센터,대전광역시,서구,괴정동,127°22.9501'E,36°20.1711'N
131,8001136,40350,교도소,대전광역시,유성구,진잠동,127°19.5120'E,36°18.6864'N
132,8001137,40250,교도소입구,대전광역시,유성구,진잠동,127°19.0936'E,36°18.5842'N
133,8001138,40240,교도소입구,대전광역시,유성구,진잠동,127°19.1054'E,36°18.5372'N
134,8001139,20610,성모오거리,대전광역시,중구,대흥동,127°25.2596'E,36°19.4057'N
135,8001140,40300,교촌3통,대전광역시,유성구,진잠동,127°19.1149'E,36°18.7126'N
136,8001141,40310,교촌3통,대전광역시,유성구,진잠동,127°19.1143'E,36°18.7272'N
137,8001144,13810,구도동,대전광역시,동구,산내동,127°28.4038'E,36°16.4183'N
138,8001145,13800,구도동,대전광역시,동구,산내동,127°28.3818'E,36°16.4211'N
139,8001146,45210,구룡,대전광역시,유성구,구즉동,127°22.1058'E,36°26.7630'N
140,8001147,45220,구룡,대전광역시,유성구,구즉동,127°22.1208'E,36°26.7672'N
141,8001148,45190,구룡2통,대전광역시,유성구,구즉동,127°21.9222'E,36°26.8368'N
142,8001149,45200,구룡2통,대전광역시,유성구,구즉동,127°21.9270'E,36°26.8248'N
143,8001150,45170,구룡2통,대전광역시,유성구,구즉동,127°21.7584'E,36°27.0432'N
144,8001151,45180,구룡2통,대전광역시,유성구,구즉동,127°21.7594'E,36°27.0492'N
145,8001152,33340,구봉마을7단지,대전광역시,서구,관저1동,127°19.6252'E,36°17.8001'N
146,8001153,33330,구봉마을5단지,대전광역시,서구,관저1동,127°19.6178'E,36°18.0171'N
147,8001154,33380,구봉마을7단지,대전광역시,서구,관저1동,127°19.7672'E,36°17.8642'N
148,8001155,33400,구봉마을8단지,대전광역시,서구,관저1동,127°19.8742'E,36°17.7878'N
149,8001156,33390,구봉마을8단지,대전광역시,서구,관저1동,127°19.7875'E,36°17.8617'N
150,8001157,33410,구봉마을9단지,대전광역시,서구,관저1동,127°19.8976'E,36°17.7717'N
151,8001158,33360,신선마을아파트,대전광역시,유성구,진잠동,127°19.7856'E,36°18.0984'N
152,8001160,42870,구성삼거리,대전광역시,유성구,온천2동,127°22.1208'E,36°22.2298'N
153,8001162,41440,구암8통,대전광역시,유성구,온천1동,127°18.8906'E,36°21.5442'N
154,8001163,41430,구암8통,대전광역시,유성구,온천1동,127°18.8304'E,36°21.5528'N
155,8001166,41530,구암동,대전광역시,유성구,온천1동,127°19.6243'E,36°20.9649'N
156,8001167,41520,구암동,대전광역시,유성구,온천1동,127°19.6103'E,36°20.9681'N
157,8001168,41560,구암역,대전광역시,유성구,온천1동,127°19.8589'E,36°21.3627'N
158,8001169,41570,구암역,대전광역시,유성구,온천1동,127°19.8716'E,36°21.3471'N
159,8001170,40740,구억들,대전광역시,유성구,진잠동,127°16.4707'E,36°17.3132'N
160,8001171,40760,구억들,대전광역시,유성구,진잠동,127°16.4714'E,36°17.3161'N
161,8001174,13190,구절골,대전광역시,동구,대청동,127°30.4380'E,36°22.1429'N
162,8001175,13180,구절골,대전광역시,동구,대청동,127°30.4333'E,36°22.1489'N
163,8001178,44790,송강마을아파트,대전광역시,유성구,구즉동,127°23.1455'E,36°26.2544'N
164,8001179,44770,휴먼시아아파트,대전광역시,유성구,구즉동,127°23.1115'E,36°26.2816'N
165,8001182,42930,국립중앙과학관,대전광역시,유성구,온천2동,127°22.6755'E,36°22.4414'N
166,8001183,43190,국립중앙과학관,대전광역시,유성구,신성동,127°22.7421'E,36°22.4656'N
167,8001184,41720,국립현충원,대전광역시,유성구,온천1동,127°18.0489'E,36°21.6215'N
168,8001185,41700,국립현충원,대전광역시,유성구,온천1동,127°17.9987'E,36°21.6331'N
169,8001186,43810,국방과학연구소입구,대전광역시,유성구,노은2동,127°18.1816'E,36°24.3637'N
170,8001188,43820,국방과학연구소입구,대전광역시,유성구,노은2동,127°18.1894'E,36°24.3619'N
171,8001189,43870,군수사령부,대전광역시,유성구,노은2동,127°18.2011'E,36°23.3814'N
172,8001190,43860,군수사령부,대전광역시,유성구,노은2동,127°18.2266'E,36°23.3963'N
173,8001191,43730,군인아파트,대전광역시,유성구,신성동,127°20.2245'E,36°24.6559'N
174,8001192,42690,궁동,대전광역시,유성구,온천2동,127°20.9709'E,36°21.6401'N
175,8001193,42700,궁동,대전광역시,유성구,온천2동,127°20.9724'E,36°21.6483'N
176,8001194,42120,궁동네거리,대전광역시,유성구,온천2동,127°20.2562'E,36°21.8163'N
177,8001195,42140,궁동네거리,대전광역시,유성구,온천2동,127°20.3181'E,36°21.8992'N
178,8001196,42130,궁동교,대전광역시,유성구,온천2동,127°20.3219'E,36°21.9749'N
179,8001197,30540,귀빈장네거리,대전광역시,서구,도마1동,127°22.4145'E,36°19.2962'N
180,8001198,30830,정림삼거리,대전광역시,서구,도마2동,127°21.8774'E,36°18.4174'N
181,8001199,30840,정림삼거리,대전광역시,서구,도마2동,127°21.9031'E,36°18.3995'N
182,8001200,44710,그린아파트,대전광역시,유성구,구즉동,127°22.9904'E,36°25.8362'N
183,8001201,51230,그린아파트,대전광역시,대덕구,법1동,127°26.0552'E,36°21.9483'N
184,8001202,51250,그린아파트,대전광역시,대덕구,법1동,127°26.0725'E,36°21.9482'N
185,8001203,51240,그린아파트,대전광역시,대덕구,법1동,127°26.0574'E,36°22.0792'N
186,8001204,31760,갈마중학교입구,대전광역시,서구,갈마1동,127°22.0869'E,36°20.9632'N
187,8001205,31790,갈마중학교입구,대전광역시,서구,갈마1동,127°22.1074'E,36°20.9694'N
188,8001206,42380,반석네거리,대전광역시,유성구,노은2동,127°19.1013'E,36°23.1989'N
189,8001207,42920,금강유역환경청,대전광역시,유성구,온천2동,127°22.5031'E,36°22.3367'N
190,8001208,44920,금고1통,대전광역시,유성구,구즉동,127°23.4221'E,36°27.8258'N
191,8001209,44940,금고1통,대전광역시,유성구,구즉동,127°23.4277'E,36°27.8304'N
192,8001210,44870,금고2통,대전광역시,유성구,구즉동,127°23.1133'E,36°27.5341'N
193,8001211,44860,금고2통,대전광역시,유성구,구즉동,127°23.1060'E,36°27.5396'N
194,8001212,44930,금고동,대전광역시,유성구,구즉동,127°23.4225'E,36°28.0022'N
195,8001213,44950,금고동,대전광역시,유성구,구즉동,127°23.4334'E,36°28.0071'N
196,8001214,23110,금동,대전광역시,중구,산성동,127°25.6865'E,36°14.7519'N
197,8001215,23100,금동종점,대전광역시,중구,산성동,127°25.5971'E,36°14.7455'N
198,8001216,23090,금동종점,대전광역시,중구,산성동,127°25.5818'E,36°14.7379'N
199,8001217,33350,금동초등학교,대전광역시,서구,관저1동,127°19.6395'E,36°17.8096'N
200,8001218,33300,진잠네거리,대전광역시,서구,관저1동,127°19.4577'E,36°17.8895'N
201,8001219,41540,정보통신공사협회,대전광역시,유성구,온천1동,127°19.7875'E,36°21.1864'N
202,8001220,41550,정보통신공사협회,대전광역시,유성구,온천1동,127°19.7801'E,36°21.2064'N
203,8001221,12790,금성마을,대전광역시,동구,대청동,127°28.6515'E,36°21.2211'N
204,8001222,12780,금성마을,대전광역시,동구,대청동,127°28.6461'E,36°21.2246'N
205,8001223,45060,금탄동종점,대전광역시,유성구,구즉동,127°23.0598'E,36°29.5476'N
206,8001224,33700,기성농협,대전광역시,서구,기성동,127°20.4546'E,36°15.1984'N
207,8001225,33760,기성중학교,대전광역시,서구,기성동,127°20.5285'E,36°15.0066'N
208,8001226,34040,기성초등학교,대전광역시,서구,기성동,127°20.1725'E,36°15.0441'N
209,8001227,34050,기성초등학교,대전광역시,서구,기성동,127°20.1724'E,36°15.0549'N
210,8001228,11500,가양초등학교,대전광역시,동구,가양1동,127°26.4966'E,36°20.6167'N
211,8001229,11510,가양초등학교,대전광역시,동구,가양1동,127°26.5911'E,36°20.6440'N
212,8001230,51830,기흥기계,대전광역시,대덕구,목상동,127°24.0073'E,36°26.4845'N
213,8001231,51790,기흥기계,대전광역시,대덕구,목상동,127°24.0029'E,36°26.5040'N
214,8001232,32520,꿈나무아파트,대전광역시,서구,둔산1동,127°23.5037'E,36°21.5876'N
215,8001234,10970,꿈에그린아파트,대전광역시,동구,용운동,127°27.4303'E,36°19.9863'N
216,8001236,10990,꿈에그린아파트,대전광역시,동구,용운동,127°27.4381'E,36°19.9832'N
217,8001237,31490,래미안아파트1단지,대전광역시,서구,가장동,127°23.1171'E,36°19.9103'N
218,8001238,31510,래미안아파트1단지,대전광역시,서구,가장동,127°23.1232'E,36°19.9439'N
219,8001239,31520,래미안아파트2단지,대전광역시,서구,가장동,127°23.2388'E,36°20.0078'N
220,8001240,31550,래미안아파트2단지,대전광역시,서구,가장동,127°23.2630'E,36°20.0530'N
221,8001241,51720,남경마을,대전광역시,대덕구,신탄진동,127°25.7644'E,36°26.6785'N
222,8001242,52830,남경마을,대전광역시,대덕구,신탄진동,127°25.7817'E,36°26.6953'N
223,8001243,20920,석교치안센터,대전광역시,중구,석교동,127°26.7833'E,36°18.4547'N
224,8001244,20910,석교치안센터,대전광역시,중구,석교동,127°26.7094'E,36°18.4678'N
225,8001245,21040,남대전고등학교,대전광역시,중구,대사동,127°25.6876'E,36°18.8306'N
226,8001246,21060,남대전고등학교,대전광역시,중구,대사동,127°25.6900'E,36°18.8584'N
227,8001247,20880,남대전등기소,대전광역시,중구,석교동,127°26.3506'E,36°18.6472'N
228,8001248,20870,남대전등기소,대전광역시,중구,석교동,127°26.3467'E,36°18.6744'N
229,8001249,31270,남선공원네거리,대전광역시,서구,탄방동,127°24.1291'E,36°20.7539'N
230,8001250,31260,남선공원네거리,대전광역시,서구,탄방동,127°24.0938'E,36°20.8401'N
231,8001251,31320,남선공원종합체육관,대전광역시,서구,둔산1동,127°23.9474'E,36°20.9468'N
232,8001252,31240,남선공원종합체육관,대전광역시,서구,탄방동,127°23.8988'E,36°20.9282'N
233,8001253,13440,e편한세상아파트,대전광역시,동구,산내동,127°28.0836'E,36°16.8352'N
234,8001254,13430,e편한세상아파트,대전광역시,동구,산내동,127°28.0535'E,36°16.8687'N
235,8001255,30220,봉산중학교입구,대전광역시,서구,변동,127°22.5425'E,36°19.7712'N
236,8001256,30570,변동근린공원,대전광역시,서구,도마1동,127°22.4234'E,36°19.5196'N
237,8001257,30590,변동근린공원,대전광역시,서구,도마1동,127°22.4398'E,36°19.5656'N
238,8001258,30230,내동네거리,대전광역시,서구,변동,127°22.5404'E,36°19.7916'N
239,8001259,31650,내동네거리,대전광역시,서구,내동,127°22.5687'E,36°19.9043'N
240,8001260,30200,내동중학교,대전광역시,서구,변동,127°22.2603'E,36°19.9036'N
241,8001261,30210,내동중학교,대전광역시,서구,변동,127°22.2726'E,36°19.9012'N
242,8001262,30300,내동초등학교,대전광역시,서구,내동,127°22.7941'E,36°19.7813'N
243,8001263,30280,내동초등학교,대전광역시,서구,변동,127°22.7260'E,36°19.7888'N
244,8001264,31660,내동주민센터,대전광역시,서구,내동,127°22.6534'E,36°19.9160'N
245,8001265,12860,냉천골종점,대전광역시,동구,대청동,127°29.4490'E,36°24.9246'N
246,8001266,33790,노루벌,대전광역시,서구,기성동,127°20.6227'E,36°16.3784'N
247,8001267,33800,노루벌,대전광역시,서구,기성동,127°20.6345'E,36°16.3848'N
248,8001268,42270,노은농수산물시장,대전광역시,유성구,온천2동,127°19.3066'E,36°22.0053'N
249,8001269,42260,노은농수산물시장,대전광역시,유성구,온천2동,127°19.2722'E,36°22.0209'N
250,8001270,42210,노은농수산시장,대전광역시,유성구,온천2동,127°19.0588'E,36°21.8826'N
251,8001271,42240,노은농수산시장,대전광역시,유성구,온천2동,127°19.0775'E,36°21.8738'N
252,8001272,42330,노은역,대전광역시,유성구,노은1동,127°19.0732'E,36°22.4492'N
253,8001273,42360,노은역,대전광역시,유성구,노은1동,127°19.0846'E,36°22.4846'N
254,8001275,32260,녹원아파트,대전광역시,서구,둔산1동,127°22.9054'E,36°20.7638'N
255,8001276,30660,구농도원,대전광역시,서구,도마1동,127°22.6558'E,36°19.1982'N
256,8001277,30670,구농도원,대전광역시,서구,도마1동,127°22.6795'E,36°19.2548'N
257,8001278,30690,구농도원네거리,대전광역시,서구,도마1동,127°22.7061'E,36°19.0512'N
258,8001279,30680,구농도원네거리,대전광역시,서구,도마1동,127°22.6837'E,36°19.0537'N
259,8001280,22470,농산물유통센터,대전광역시,중구,산성동,127°22.8118'E,36°17.3083'N
260,8001281,22460,농산물유통센터,대전광역시,중구,산성동,127°22.8083'E,36°17.3261'N
261,8001282,42070,궁동네거리,대전광역시,유성구,온천2동,127°20.1437'E,36°21.9269'N
262,8001283,44840,북부여성가족원,대전광역시,유성구,구즉동,127°23.2321'E,36°25.8921'N
263,8001284,44850,북부여성가족원,대전광역시,유성구,구즉동,127°23.2068'E,36°25.7804'N
264,8001287,32860,누리아파트,대전광역시,서구,월평1동,127°22.3174'E,36°21.5808'N
265,8001288,32880,누리아파트후문,대전광역시,서구,월평1동,127°22.4486'E,36°21.5502'N
266,8001289,33610,느리울12단지,대전광역시,서구,관저1동,127°20.4522'E,36°17.8911'N
267,8001290,33580,느리울12단지,대전광역시,서구,관저1동,127°20.4399'E,36°17.9061'N
268,8001291,33550,느리울13단지,대전광역시,서구,관저1동,127°20.3898'E,36°17.7956'N
269,8001292,33570,느리울13단지,대전광역시,서구,관저1동,127°20.3899'E,36°17.8142'N
270,8001293,43460,한국연구재단,대전광역시,유성구,신성동,127°21.8212'E,36°23.1388'N
271,8001296,42680,다솔아파트,대전광역시,유성구,온천2동,127°20.8316'E,36°21.6804'N
272,8001298,53020,KT&G,대전광역시,대덕구,덕암동,127°25.6424'E,36°26.2734'N
273,8001299,42970,KT&G연구소,대전광역시,유성구,신성동,127°20.8389'E,36°23.0520'N
274,8001300,22940,답적골,대전광역시,중구,산성동,127°24.3495'E,36°14.7678'N
275,8001301,22950,답적골,대전광역시,중구,산성동,127°24.3456'E,36°14.7654'N
276,8001302,20620,대고오거리,대전광역시,중구,대흥동,127°25.3314'E,36°19.3876'N
277,8001303,44510,테크노밸리2단지,대전광역시,유성구,관평동,127°22.9810'E,36°25.1176'N
278,8001304,44520,테크노밸리2단지,대전광역시,유성구,관평동,127°22.9765'E,36°25.1337'N
279,8001305,44540,테크노밸리5단지,대전광역시,유성구,관평동,127°23.1695'E,36°25.2018'N
280,8001306,44530,테크노밸리4단지,대전광역시,유성구,관평동,127°23.1555'E,36°25.2037'N
281,8001309,51930,한국교통안전공단,대전광역시,대덕구,목상동,127°24.4355'E,36°26.7886'N
282,8001310,51810,한국교통안전공단,대전광역시,대덕구,목상동,127°24.3797'E,36°26.7787'N
283,8001311,43200,대덕고등학교,대전광역시,유성구,신성동,127°22.7281'E,36°23.1916'N
284,8001312,43160,대덕고등학교,대전광역시,유성구,신성동,127°22.7083'E,36°23.1916'N
285,8001313,52130,대덕구보건소,대전광역시,대덕구,덕암동,127°25.5226'E,36°26.5964'N
286,8001314,52120,대덕구보건소,대전광역시,대덕구,덕암동,127°25.5219'E,36°26.6088'N
287,8001318,43420,대덕대학,대전광역시,유성구,신성동,127°21.7349'E,36°23.4134'N
288,8001319,43430,대덕대학,대전광역시,유성구,신성동,127°21.7312'E,36°23.4442'N
289,8001320,43540,북대전IC네거리,대전광역시,유성구,신성동,127°22.6867'E,36°25.0700'N
290,8001321,43550,북대전IC네거리,대전광역시,유성구,관평동,127°22.6986'E,36°25.0484'N
